Last Name,First Name,Date of Birth,Gender,Address LGA,State of Origin,Geopolitical Zone,School Type,Schools LGA,Secondary School Living Arrangement,Digital methods in school,Weekly Hours Spent Reading,Mentor,Parents Occupation,Financial status,Future Ambition,Digital literacy,Extra Extracurricular Activities,Do you have a library in your school?,Library visit,Academic Stream,Attendance Rate,Study Habits,Behavioral Condition in School,Learning Environment,Private Tutors,Access to online Learning Platform,Supportive Home Environment,Parental Engagement in School Life,Qualified Teachers,Anxiety Before Exam,Do you understand English,Access to Practice Exams,Past Jamb Score,Credit pass in core five subjects
Kolapo,Bridget,2007-11-09,Male,Surulere,Gombe,South East,Public,Alimosho,Day,No,5 hours,Yes,Civil Servant,Low Income,Artist,Low,Music,No,Often,Science,10,Rarely,Excellent,Good,Yes,No,Yes,Disagree,Yes,Low,No,Yes,260,Yes
Mohammed,Ngozi,2005-04-08,Male,Lagos Mainland,Enugu,North East,Private,Alimosho,Boarding,Yes,1 hour,Yes,Business,Low Income,Developer,Low,Clubs,No,Rarely,Science,4,Occasional,Minor Issues,Poor,No,Yes,Yes,Agree,No,High,Yes,No,205,No
Mmaduako,Tolu,2004-10-30,Male,Kosofe,Adamawa,South West,Private,Lagos Island,Boarding,Yes,3 hours,No,Farmer,Middle Income,Artist,Low,Music,No,Sometimes,Arts,8,Occasional,Good,Good,No,No,Yes,Neutral,No,Medium,Yes,Yes,319,No
Nwaogwugwu,Ufedo,2005-08-05,Male,Ajeromi-Ifelodun,Kaduna,North East,Private,Oshodi-Isolo,Day,Yes,1 hour,No,Teacher,Low Income,Engineer,High,Music,No,Sometimes,Arts,8,Occasional,Average,Average,Yes,Yes,Yes,Agree,Yes,Low,No,Yes,330,Yes
Yusuf,Emmanuel,2011-08-16,Female,Alimosho,Bayelsa,North East,Public,Amuwo-Odofin,Day,No,5 hours,Yes,Business,Low Income,Lawyer,Low,None,No,Rarely,Commerce,8,Daily,Good,Good,No,No,Yes,Agree,No,Low,No,No,340,No
Nnamani,Ebisu,2005-02-24,Female,Shomolu,Anambra,South West,Private,Lagos Mainland,Day,Yes,3 hours,No,Teacher,Low Income,Scientist,High,None,Yes,Sometimes,Science,6,Daily,Average,Good,No,No,Yes,Agree,No,High,No,No,192,Yes
Baba,Igbalumun,2009-07-16,Female,Ajeromi-Ifelodun,Adamawa,South East,Public,Epe,Boarding,Yes,3 hours,Yes,Teacher,High Income,Teacher,Low,Clubs,Yes,Often,Commerce,7,Daily,Excellent,Poor,Yes,Yes,No,Agree,Yes,Medium,No,No,181,No
Ibrahim,Emeke,2008-09-13,Male,Ajeromi-Ifelodun,Rivers,South East,Public,Epe,Boarding,No,1 hour,Yes,Engineer,High Income,Engineer,Medium,Clubs,No,Rarely,Commerce,10,Daily,Major Issues,Good,No,No,No,Disagree,No,Low,Yes,No,285,No
Oluwole,Charity,2005-10-25,Male,Shomolu,Rivers,North East,Private,Alimosho,Boarding,No,3 hours,No,Engineer,Low Income,Developer,High,Sports,Yes,Rarely,Science,2,Rarely,Good,Average,Yes,Yes,No,Strongly Agree,Yes,High,Yes,No,207,No
Yusuf,Mustapha,2005-01-12,Male,Oshodi-Isolo,Rivers,North East,Private,Agege,Day,No,5 hours,Yes,Engineer,Low Income,Artist,High,Clubs,No,Rarely,Science,10,Rarely,Good,Good,Yes,No,Yes,Strongly Disagree,Yes,High,No,No,117,No
Osakwe,Haladu,2010-03-15,Female,Shomolu,Jigawa,South East,Public,Shomolu,Day,Yes,5 hours,Yes,Business,High Income,Artist,Medium,Clubs,No,Often,Commerce,9,Occasional,Average,Poor,Yes,No,No,Neutral,No,Medium,Yes,Yes,255,No
Elkanah,Ruth,2005-02-03,Male,Ibeju-Lekki,Gombe,South West,Public,Badagry,Boarding,Yes,10 hours,Yes,Farmer,Middle Income,Lawyer,High,Sports,Yes,Often,Arts,4,Daily,Major Issues,Poor,Yes,Yes,Yes,Strongly Disagree,No,Low,Yes,No,135,Yes
Chukwu,Ijeoma,2006-08-15,Female,Alimosho,Bayelsa,North West,Public,Epe,Boarding,Yes,3 hours,No,Business,Low Income,Businessperson,Medium,Clubs,Yes,Rarely,Science,3,Daily,Minor Issues,Poor,No,No,Yes,Agree,Yes,Medium,No,Yes,132,No
Olayinka,Zainab,2008-12-20,Female,Ikeja,Kogi,South West,Private,Surulere,Boarding,No,1 hour,No,Business,Middle Income,Scientist,Medium,Music,No,Rarely,Science,2,Occasional,Good,Poor,Yes,No,No,Strongly Agree,Yes,High,Yes,Yes,118,Yes
Okorie,Isah,2006-07-01,Male,Ifako-Ijaye,Kano,South South,Public,Eti-Osa,Boarding,No,5 hours,No,Medical Professional,Middle Income,Engineer,Low,Sports,Yes,Rarely,Arts,1,Daily,Major Issues,Average,Yes,Yes,Yes,Agree,Yes,High,Yes,No,297,Yes
Abdullahi,Oluwaseun,2010-01-02,Female,Apapa,Kwara,North East,Public,Surulere,Boarding,Yes,32 hours,Yes,Farmer,Low Income,Artist,High,Clubs,Yes,Rarely,Arts,3,Daily,Excellent,Poor,Yes,Yes,Yes,Disagree,Yes,High,Yes,Yes,235,No
Osakwe,Umahi,2009-03-04,Female,Lagos Mainland,Bauchi,South East,Private,Lagos Mainland,Boarding,No,5 hours,Yes,Civil Servant,High Income,Lawyer,Low,Drama,No,Sometimes,Commerce,10,Occasional,Average,Average,No,Yes,No,Strongly Disagree,No,High,No,Yes,240,No
Asemota,Tunde,2009-12-13,Female,Ikorodu,Oyo,South West,Public,Ikeja,Boarding,No,10 hours,Yes,Teacher,Low Income,Doctor,High,Music,No,Often,Commerce,2,Daily,Average,Average,No,No,Yes,Neutral,Yes,Low,No,Yes,134,Yes
Kelechi,Adamu,2007-10-28,Male,Ojo,Gombe,South South,Private,Ikorodu,Boarding,No,10 hours,No,Teacher,Low Income,Scientist,Medium,Clubs,No,Rarely,Science,7,Rarely,Minor Issues,Poor,Yes,Yes,Yes,Strongly Disagree,Yes,Medium,Yes,Yes,324,No
Hassan,Aisha,2009-11-24,Male,Ibeju-Lekki,Bauchi,South South,Private,Alimosho,Boarding,Yes,10 hours,Yes,Medical Professional,Middle Income,Engineer,Low,None,Yes,Rarely,Science,2,Rarely,Major Issues,Good,No,No,No,Neutral,No,Low,Yes,Yes,135,Yes
Oluwole,Felicia,2005-09-07,Male,Oshodi-Isolo,Lagos,North East,Private,Ibeju-Lekki,Boarding,No,32 hours,Yes,Teacher,Low Income,Teacher,High,None,Yes,Sometimes,Arts,8,Daily,Major Issues,Poor,No,No,No,Disagree,No,Medium,Yes,Yes,105,No
Nnanna,Haladu,2006-09-27,Female,Ikorodu,Kwara,North West,Public,Kosofe,Boarding,No,10 hours,Yes,Farmer,Middle Income,Engineer,Low,Drama,Yes,Often,Commerce,5,Daily,Minor Issues,Average,Yes,Yes,No,Agree,Yes,High,No,No,205,Yes
Kolapo,Sunday,2011-07-09,Male,Alimosho,Oyo,North West,Private,Shomolu,Boarding,No,3 hours,Yes,Teacher,Middle Income,Engineer,Low,None,No,Often,Science,7,Daily,Average,Good,No,Yes,Yes,Disagree,No,Medium,Yes,No,154,Yes
Yakubu,Ebisu,2007-06-24,Male,Surulere,Borno,South South,Private,Kosofe,Day,Yes,5 hours,No,Engineer,Low Income,Artist,Low,Clubs,Yes,Often,Arts,10,Daily,Major Issues,Good,Yes,No,Yes,Strongly Agree,Yes,Medium,No,Yes,292,Yes
Rasaki,Johnson,2011-04-13,Female,Badagry,Nasarawa,South West,Public,Badagry,Day,Yes,3 hours,No,Medical Professional,Low Income,Businessperson,Low,Drama,No,Sometimes,Commerce,1,Occasional,Excellent,Good,No,Yes,No,Strongly Agree,Yes,Medium,No,Yes,120,Yes
Odoh,Matthew,2006-07-08,Female,Ojo,Gombe,South South,Public,Amuwo-Odofin,Boarding,Yes,3 hours,No,Farmer,Middle Income,Developer,Medium,None,No,Often,Commerce,3,Occasional,Minor Issues,Poor,Yes,Yes,Yes,Neutral,Yes,Medium,No,Yes,234,Yes
Ladan,Joseph,2007-07-25,Female,Ikorodu,Katsina,North East,Public,Lagos Island,Day,Yes,5 hours,Yes,Engineer,Low Income,Lawyer,Low,Music,Yes,Often,Commerce,10,Occasional,Minor Issues,Average,Yes,Yes,No,Agree,No,Medium,Yes,Yes,286,No
Aloye,Temitayo,2008-11-24,Female,Amuwo-Odofin,Taraba,North East,Private,Ajeromi-Ifelodun,Boarding,Yes,10 hours,No,Medical Professional,Low Income,Businessperson,High,Clubs,Yes,Sometimes,Science,9,Daily,Major Issues,Poor,Yes,No,No,Strongly Disagree,Yes,Medium,No,No,201,Yes
Olayinka,Patience,2009-04-30,Male,Ibeju-Lekki,Ogun,North West,Public,Ikeja,Day,Yes,1 hour,Yes,Civil Servant,Middle Income,Businessperson,High,Music,Yes,Often,Arts,4,Occasional,Major Issues,Good,Yes,Yes,Yes,Neutral,No,Low,No,Yes,310,No
Jabbi,Umahi,2008-09-27,Male,Oshodi-Isolo,Akwa Ibom,South South,Public,Apapa,Boarding,No,32 hours,No,Teacher,Low Income,Engineer,Medium,Clubs,Yes,Sometimes,Commerce,2,Occasional,Average,Good,Yes,Yes,Yes,Agree,No,Medium,Yes,Yes,173,No
Rasaki,Bisi,2006-01-16,Male,Amuwo-Odofin,Oyo,South East,Private,Lagos Island,Day,Yes,32 hours,Yes,Medical Professional,Middle Income,Artist,Low,Music,No,Sometimes,Science,1,Daily,Average,Average,Yes,No,Yes,Strongly Agree,No,High,No,Yes,131,No
Ekanem,Hassanat,2008-10-02,Female,Eti-Osa,Kogi,South East,Private,Badagry,Boarding,Yes,5 hours,No,Teacher,Low Income,Businessperson,Medium,Sports,Yes,Rarely,Arts,5,Rarely,Major Issues,Good,No,No,No,Strongly Agree,Yes,Low,No,No,223,No
Adeleke,Adewumi,2006-01-16,Female,Apapa,Sokoto,South West,Public,Ojo,Day,Yes,3 hours,No,Engineer,Middle Income,Scientist,Low,Drama,Yes,Sometimes,Science,4,Daily,Excellent,Average,Yes,Yes,No,Strongly Agree,Yes,Medium,Yes,No,198,Yes
Eze,Blessing,2011-04-20,Female,Surulere,Benue,South West,Public,Ikeja,Boarding,No,3 hours,Yes,Engineer,High Income,Scientist,High,Sports,Yes,Rarely,Arts,9,Daily,Minor Issues,Good,No,No,Yes,Agree,Yes,High,No,Yes,116,Yes
Kelechi,John-pius,2005-05-08,Female,Alimosho,Jigawa,North West,Public,Shomolu,Day,No,10 hours,Yes,Medical Professional,High Income,Businessperson,Low,None,No,Sometimes,Science,5,Occasional,Average,Average,Yes,No,Yes,Disagree,Yes,Low,Yes,No,263,Yes
Okeke,Emmanuel,2009-08-09,Female,Badagry,Delta,North East,Private,Ifako-Ijaye,Day,Yes,10 hours,Yes,Civil Servant,Low Income,Businessperson,Low,Music,No,Sometimes,Science,2,Daily,Excellent,Average,Yes,Yes,Yes,Neutral,Yes,Low,Yes,Yes,261,Yes
Okolie,Naomi,2007-06-15,Male,Ibeju-Lekki,Rivers,South East,Private,Lagos Island,Day,No,10 hours,No,Medical Professional,Middle Income,Scientist,High,Clubs,Yes,Sometimes,Commerce,10,Rarely,Average,Average,Yes,No,Yes,Agree,Yes,Low,No,Yes,260,No
Okeke,Daniel,2008-08-09,Female,Badagry,Rivers,South East,Public,Alimosho,Day,No,10 hours,No,Farmer,Low Income,Teacher,High,None,Yes,Often,Commerce,7,Occasional,Average,Good,No,No,Yes,Strongly Disagree,No,Medium,Yes,No,283,No
Olayinka,Adewumi,2008-03-26,Female,Ibeju-Lekki,Gombe,South East,Private,Ikeja,Boarding,No,32 hours,No,Engineer,Middle Income,Scientist,Medium,Clubs,No,Often,Commerce,7,Rarely,Major Issues,Average,No,Yes,Yes,Strongly Disagree,Yes,High,No,No,157,Yes
Yaro,Ayodeji,2009-01-16,Male,Epe,Kaduna,South East,Public,Amuwo-Odofin,Day,No,5 hours,No,Medical Professional,Middle Income,Artist,High,Clubs,No,Often,Science,3,Rarely,Average,Average,Yes,No,No,Strongly Disagree,No,Low,No,No,312,Yes
Yaro,Ibrahim,2005-04-18,Female,Ikeja,Bayelsa,North West,Private,Shomolu,Day,No,5 hours,No,Teacher,Middle Income,Developer,High,Sports,Yes,Sometimes,Commerce,3,Occasional,Minor Issues,Average,No,Yes,Yes,Agree,No,High,No,Yes,107,Yes
Ahmad,Sani,2009-06-18,Male,Ifako-Ijaye,Borno,South South,Private,Lagos Mainland,Boarding,Yes,32 hours,No,Teacher,Low Income,Lawyer,Low,Sports,No,Often,Science,10,Rarely,Good,Poor,Yes,Yes,Yes,Agree,No,Medium,Yes,No,139,No
Ibrahim,Chinonso,2010-09-27,Female,Ajeromi-Ifelodun,Taraba,South East,Public,Ojo,Day,No,1 hour,No,Medical Professional,Low Income,Artist,Medium,Music,Yes,Rarely,Commerce,2,Rarely,Major Issues,Poor,Yes,No,No,Strongly Agree,No,Medium,No,No,148,Yes
Abubakar,Bassey,2010-01-11,Male,Kosofe,Lagos,North East,Private,Eti-Osa,Boarding,Yes,32 hours,Yes,Civil Servant,Middle Income,Artist,Low,Sports,No,Often,Arts,4,Rarely,Excellent,Poor,No,No,Yes,Agree,No,Low,Yes,Yes,205,No
Okafor,Emmanuel,2007-08-11,Male,Kosofe,Katsina,South East,Public,Shomolu,Boarding,Yes,10 hours,Yes,Business,High Income,Doctor,Medium,None,Yes,Often,Arts,2,Rarely,Average,Average,No,Yes,Yes,Agree,No,Medium,No,No,167,Yes
Bello,Zaharudeen,2009-11-10,Female,Mushin,Gombe,South West,Private,Epe,Boarding,Yes,10 hours,Yes,Farmer,Low Income,Lawyer,Low,None,Yes,Often,Arts,7,Rarely,Excellent,Average,Yes,Yes,Yes,Neutral,Yes,Medium,No,Yes,295,Yes
Abdulaziz,Mohammed,2007-04-15,Male,Mushin,Anambra,North East,Private,Shomolu,Boarding,Yes,3 hours,Yes,Medical Professional,Low Income,Doctor,Medium,Sports,Yes,Sometimes,Commerce,8,Occasional,Major Issues,Poor,No,Yes,Yes,Disagree,Yes,Low,Yes,No,129,Yes
Ibiam,Oliver,2008-02-23,Female,Ikeja,Edo,South South,Public,Badagry,Day,No,32 hours,Yes,Farmer,Low Income,Scientist,Low,Drama,Yes,Often,Arts,1,Rarely,Minor Issues,Poor,No,No,Yes,Neutral,Yes,Low,No,No,276,Yes
Oguntayo,Zainab,2009-03-31,Female,Alimosho,Niger,South East,Public,Lagos Island,Day,Yes,5 hours,No,Engineer,High Income,Doctor,Low,Music,Yes,Sometimes,Commerce,9,Daily,Good,Average,Yes,No,No,Strongly Disagree,No,Low,No,No,260,No
Ogunyemi,Adamu,2008-08-26,Female,Ojo,Kaduna,North West,Private,Ojo,Boarding,No,5 hours,No,Civil Servant,High Income,Engineer,High,Clubs,Yes,Often,Science,1,Daily,Average,Average,No,No,No,Strongly Disagree,No,High,No,Yes,211,No
Odugu,Sani,2009-03-15,Female,Apapa,Imo,North West,Private,Kosofe,Day,Yes,1 hour,No,Civil Servant,High Income,Teacher,Medium,Music,Yes,Sometimes,Arts,6,Rarely,Excellent,Average,No,No,Yes,Disagree,Yes,High,Yes,No,255,Yes
Stephen,Ugonma,2009-10-02,Female,Ojo,Imo,South East,Public,Lagos Island,Boarding,No,10 hours,No,Farmer,High Income,Doctor,Medium,Drama,No,Rarely,Arts,7,Rarely,Major Issues,Average,Yes,Yes,Yes,Disagree,No,Medium,No,No,161,No
Musa,Amomot,2009-08-21,Female,Mushin,Bauchi,South West,Private,Amuwo-Odofin,Boarding,Yes,3 hours,No,Civil Servant,Low Income,Developer,Medium,Drama,Yes,Often,Science,9,Occasional,Good,Good,Yes,No,Yes,Strongly Disagree,No,Low,Yes,Yes,208,No
Ezeji,Nneka,2010-04-16,Female,Ikeja,Plateau,North West,Private,Ikeja,Boarding,No,1 hour,Yes,Medical Professional,Low Income,Doctor,Low,Clubs,Yes,Sometimes,Arts,6,Rarely,Minor Issues,Poor,Yes,No,Yes,Agree,Yes,High,No,Yes,229,Yes
Patrick,Isiyaka,2005-03-24,Male,Epe,Kogi,North East,Private,Ikorodu,Boarding,Yes,32 hours,No,Farmer,Low Income,Teacher,Low,None,No,Often,Arts,7,Rarely,Good,Good,No,No,Yes,Agree,Yes,Medium,Yes,Yes,148,Yes
Okwe,Isiaka,2007-11-26,Female,Shomolu,Yobe,South West,Public,Ajeromi-Ifelodun,Boarding,Yes,5 hours,Yes,Teacher,Low Income,Scientist,Low,Drama,Yes,Rarely,Arts,7,Daily,Major Issues,Good,No,Yes,Yes,Disagree,Yes,Low,Yes,No,181,No
Sanbauna,Musa,2009-05-04,Female,Lagos Island,Ogun,South South,Public,Alimosho,Day,Yes,32 hours,Yes,Engineer,Middle Income,Doctor,Medium,Sports,No,Sometimes,Commerce,8,Rarely,Minor Issues,Good,Yes,Yes,Yes,Strongly Disagree,No,Low,Yes,Yes,333,No
Igwe,Oluwaseun,2010-03-31,Male,Apapa,Lagos,South South,Private,Mushin,Boarding,Yes,10 hours,No,Teacher,High Income,Teacher,High,Sports,Yes,Sometimes,Arts,1,Occasional,Excellent,Poor,Yes,No,No,Neutral,Yes,Medium,No,No,260,No
Olaleye,Ugonma,2010-02-10,Female,Apapa,Bayelsa,North West,Public,Ikeja,Day,Yes,5 hours,No,Business,High Income,Developer,High,Sports,No,Often,Arts,7,Occasional,Good,Good,Yes,No,No,Strongly Agree,No,Low,Yes,Yes,256,Yes
Grace,Cyril,2009-07-11,Female,Surulere,Borno,South West,Private,Alimosho,Boarding,Yes,32 hours,No,Business,Middle Income,Doctor,High,None,No,Often,Arts,4,Rarely,Excellent,Average,Yes,Yes,Yes,Disagree,No,Low,Yes,Yes,251,No
Sunday,Mhungur,2005-10-22,Male,Ikorodu,Plateau,North West,Public,Oshodi-Isolo,Day,Yes,32 hours,Yes,Medical Professional,High Income,Doctor,High,Drama,No,Rarely,Arts,7,Daily,Good,Poor,Yes,No,Yes,Strongly Disagree,Yes,Medium,Yes,Yes,116,Yes
Odugu,Sodiq,2006-06-14,Female,Surulere,Taraba,South South,Public,Kosofe,Day,No,5 hours,No,Civil Servant,Middle Income,Engineer,Low,None,No,Rarely,Science,3,Daily,Major Issues,Poor,Yes,No,Yes,Agree,Yes,High,No,No,205,Yes
Ogbonna,Emeka,2009-09-13,Female,Ikorodu,Rivers,North West,Private,Alimosho,Day,Yes,10 hours,No,Medical Professional,Middle Income,Engineer,Low,Clubs,Yes,Often,Commerce,2,Rarely,Good,Good,Yes,Yes,Yes,Disagree,Yes,Medium,Yes,No,316,Yes
Ayeni,Sodiq,2006-07-14,Female,Lagos Island,Kwara,South West,Private,Amuwo-Odofin,Boarding,No,1 hour,No,Farmer,Low Income,Scientist,High,Sports,Yes,Sometimes,Science,10,Daily,Major Issues,Good,Yes,Yes,Yes,Disagree,Yes,Medium,Yes,Yes,218,No
Mohammed,Emmanuel,2011-04-24,Female,Shomolu,Ondo,South East,Private,Shomolu,Day,Yes,1 hour,No,Medical Professional,Low Income,Doctor,Low,Drama,Yes,Rarely,Commerce,9,Rarely,Excellent,Poor,No,No,Yes,Neutral,No,High,Yes,Yes,211,No
Yakubu,Ibrahim,2010-02-03,Male,Badagry,Lagos,South South,Public,Kosofe,Boarding,Yes,3 hours,No,Civil Servant,Low Income,Teacher,High,None,No,Rarely,Arts,7,Rarely,Average,Poor,Yes,No,No,Strongly Disagree,No,Low,Yes,No,170,No
Anjorin,Augustina,2008-02-26,Female,Ajeromi-Ifelodun,Adamawa,South East,Private,Ajeromi-Ifelodun,Boarding,No,5 hours,Yes,Civil Servant,High Income,Lawyer,Low,Drama,Yes,Often,Commerce,6,Occasional,Minor Issues,Good,Yes,No,Yes,Strongly Agree,Yes,Medium,No,Yes,103,No
Igbe,Ayodele,2007-07-31,Female,Agege,Benue,South West,Private,Ojo,Boarding,Yes,10 hours,Yes,Medical Professional,Middle Income,Scientist,Low,Drama,No,Sometimes,Science,6,Occasional,Minor Issues,Poor,Yes,No,No,Neutral,Yes,Medium,Yes,No,314,No
Jayeola,Kingsley,2007-03-15,Female,Epe,Rivers,South South,Public,Ifako-Ijaye,Day,Yes,3 hours,Yes,Medical Professional,Middle Income,Doctor,Medium,Music,No,Sometimes,Arts,1,Occasional,Average,Poor,Yes,Yes,Yes,Agree,No,Medium,Yes,No,162,No
Yahaya,Agai,2009-02-02,Female,Ibeju-Lekki,Bauchi,North West,Public,Amuwo-Odofin,Boarding,Yes,5 hours,Yes,Farmer,Middle Income,Doctor,High,Music,No,Rarely,Commerce,5,Daily,Average,Good,No,No,Yes,Strongly Disagree,Yes,Low,No,No,137,No
Ebi,Samuel,2005-05-05,Female,Badagry,Ondo,North West,Public,Alimosho,Day,Yes,3 hours,No,Engineer,High Income,Engineer,Low,Sports,Yes,Often,Commerce,10,Occasional,Minor Issues,Good,No,No,Yes,Agree,No,Low,No,Yes,157,Yes
Alabi,Betty,2011-07-01,Male,Ojo,Abuja,North West,Public,Ajeromi-Ifelodun,Boarding,No,1 hour,No,Medical Professional,Low Income,Teacher,High,Clubs,Yes,Sometimes,Science,5,Occasional,Good,Poor,Yes,No,Yes,Strongly Agree,Yes,High,Yes,No,300,No
Ejugwu,Sunday,2005-04-11,Male,Ifako-Ijaye,Cross River,South South,Private,Lagos Mainland,Boarding,No,3 hours,No,Engineer,Middle Income,Developer,Low,Clubs,No,Often,Arts,5,Daily,Excellent,Good,Yes,Yes,No,Strongly Agree,Yes,Medium,No,Yes,247,Yes
Ogunsanya,Omotola,2008-12-01,Male,Ojo,Ogun,South South,Public,Ikorodu,Day,No,5 hours,Yes,Civil Servant,Low Income,Doctor,Low,Drama,Yes,Often,Commerce,5,Daily,Excellent,Poor,Yes,Yes,No,Strongly Agree,No,Medium,No,Yes,270,Yes
Okorie,Bimbo,2004-10-10,Male,Ikeja,Bayelsa,North West,Public,Amuwo-Odofin,Boarding,Yes,5 hours,No,Civil Servant,Low Income,Teacher,High,Sports,Yes,Often,Commerce,1,Occasional,Major Issues,Average,No,Yes,No,Neutral,Yes,Medium,Yes,Yes,117,No
Olorunfemi,Mathew,2005-11-20,Female,Ikeja,Enugu,North West,Private,Ajeromi-Ifelodun,Boarding,Yes,3 hours,No,Farmer,Middle Income,Doctor,Medium,Clubs,No,Sometimes,Science,8,Daily,Good,Poor,Yes,No,No,Strongly Agree,No,High,No,Yes,282,Yes
Alabi,Philip,2011-03-07,Male,Ibeju-Lekki,Kwara,South East,Public,Amuwo-Odofin,Day,No,5 hours,Yes,Business,Middle Income,Doctor,High,None,No,Rarely,Science,7,Occasional,Good,Average,Yes,No,No,Disagree,No,High,No,No,246,No
Akinola,Rashidat,2006-12-21,Female,Ibeju-Lekki,Ogun,South South,Public,Ifako-Ijaye,Boarding,No,1 hour,Yes,Medical Professional,Middle Income,Engineer,Medium,Music,Yes,Rarely,Commerce,7,Daily,Excellent,Good,No,No,Yes,Neutral,Yes,Low,Yes,No,287,No
Tsadu,Esther,2005-08-27,Female,Ibeju-Lekki,Cross River,North West,Private,Ikeja,Day,No,1 hour,No,Business,Low Income,Businessperson,Low,Clubs,Yes,Often,Commerce,4,Daily,Excellent,Good,Yes,No,Yes,Agree,No,Low,No,No,158,No
Patrick,Mustapha,2006-01-20,Male,Ifako-Ijaye,Kaduna,South West,Private,Ifako-Ijaye,Day,Yes,5 hours,No,Engineer,Middle Income,Developer,Medium,Music,No,Sometimes,Commerce,5,Daily,Minor Issues,Average,Yes,No,No,Disagree,Yes,Medium,No,Yes,268,Yes
Ogunyemi,Ternenge,2011-08-25,Female,Ifako-Ijaye,Rivers,North West,Private,Lagos Mainland,Boarding,No,1 hour,No,Medical Professional,Middle Income,Developer,Medium,Music,No,Sometimes,Commerce,10,Rarely,Excellent,Good,No,Yes,Yes,Disagree,Yes,High,No,No,145,Yes
Yakubu,Nneka,2008-11-29,Female,Ibeju-Lekki,Imo,South South,Private,Apapa,Day,Yes,5 hours,No,Civil Servant,Middle Income,Engineer,Low,Drama,No,Sometimes,Commerce,4,Occasional,Excellent,Good,No,No,No,Neutral,Yes,Low,No,No,187,No
Abdullahi,Isiaka,2008-12-20,Male,Ifako-Ijaye,Ebonyi,North West,Private,Mushin,Boarding,No,3 hours,Yes,Engineer,Low Income,Doctor,Medium,Clubs,Yes,Often,Arts,4,Daily,Excellent,Poor,Yes,No,No,Agree,No,Medium,Yes,No,135,No
Ahmed,Nneka,2007-10-07,Female,Eti-Osa,Oyo,South East,Public,Eti-Osa,Boarding,Yes,10 hours,Yes,Business,Middle Income,Businessperson,Low,Music,Yes,Rarely,Science,10,Daily,Major Issues,Average,No,Yes,No,Disagree,Yes,High,No,Yes,301,Yes
Usman,Adewumi,2009-09-22,Male,Ikorodu,Plateau,North East,Public,Kosofe,Boarding,No,32 hours,No,Engineer,High Income,Scientist,Medium,Drama,No,Rarely,Commerce,7,Daily,Average,Poor,No,Yes,No,Disagree,Yes,Medium,Yes,No,330,No
Oluwasanmi,Mustapha,2005-05-18,Female,Lagos Mainland,Cross River,South South,Private,Kosofe,Day,No,5 hours,No,Farmer,Middle Income,Developer,Medium,Clubs,Yes,Rarely,Commerce,6,Rarely,Excellent,Good,No,Yes,No,Agree,Yes,Low,Yes,No,236,Yes
Kolapo,Kingsley,2008-09-10,Male,Ojo,Bauchi,South South,Private,Badagry,Boarding,No,3 hours,Yes,Teacher,Low Income,Lawyer,Low,Sports,No,Often,Science,1,Rarely,Average,Average,No,No,Yes,Neutral,No,Low,Yes,Yes,138,No
Ibiam,Adekunle,2008-04-19,Female,Shomolu,Katsina,North East,Private,Shomolu,Boarding,No,32 hours,Yes,Medical Professional,High Income,Developer,Low,Clubs,Yes,Often,Science,5,Occasional,Minor Issues,Average,Yes,No,Yes,Strongly Agree,Yes,Low,Yes,No,326,No
Okeke,Ibrahim,2011-04-24,Female,Surulere,Rivers,North West,Private,Ibeju-Lekki,Boarding,No,1 hour,No,Business,Low Income,Lawyer,High,None,No,Rarely,Commerce,10,Occasional,Good,Poor,No,Yes,No,Agree,Yes,High,No,No,327,Yes
Usman,Sani,2008-08-18,Male,Amuwo-Odofin,Kaduna,South East,Public,Ibeju-Lekki,Boarding,Yes,10 hours,Yes,Medical Professional,High Income,Teacher,High,None,No,Rarely,Arts,7,Occasional,Major Issues,Average,Yes,No,No,Disagree,Yes,Medium,Yes,No,262,No
Jayeola,Mohammed,2009-10-21,Female,Ibeju-Lekki,Benue,North West,Private,Mushin,Boarding,No,5 hours,Yes,Civil Servant,High Income,Lawyer,Medium,None,Yes,Sometimes,Commerce,3,Occasional,Major Issues,Good,No,Yes,No,Agree,Yes,Medium,No,No,306,No
Anjorin,Omotola,2008-09-14,Female,Epe,Sokoto,North East,Private,Ibeju-Lekki,Day,Yes,32 hours,Yes,Farmer,Middle Income,Artist,Medium,Clubs,Yes,Often,Commerce,8,Daily,Excellent,Average,No,Yes,Yes,Neutral,Yes,High,No,Yes,202,Yes
Igwe,Chika,2008-08-14,Female,Amuwo-Odofin,Ondo,South East,Private,Agege,Day,Yes,3 hours,Yes,Teacher,Middle Income,Engineer,Medium,None,No,Often,Commerce,4,Occasional,Major Issues,Good,Yes,Yes,No,Neutral,No,Medium,No,No,306,Yes
Yahaya,Ibrahim,2007-07-01,Female,Alimosho,Bayelsa,South West,Private,Badagry,Day,Yes,32 hours,Yes,Farmer,Low Income,Lawyer,High,Sports,No,Often,Arts,3,Occasional,Average,Average,No,Yes,Yes,Neutral,Yes,High,Yes,No,216,No
Salam,Binny,2008-11-07,Male,Kosofe,Katsina,South West,Public,Ibeju-Lekki,Day,Yes,3 hours,Yes,Engineer,Middle Income,Teacher,Low,Drama,Yes,Often,Commerce,3,Rarely,Average,Poor,No,Yes,Yes,Agree,No,High,No,No,333,No
